trait_id,career_name,O,C,E,A,N
1916, Cyber Security Analyst - Compliance,0.72,0.89,0.4,0.56,0.24
1917,Associate Information Security Analyst,0.7,0.86,0.28,0.58,0.39
1918, Edp Systems Analyst II,0.81,0.79,0.33,0.62,0.36
1919,Intermediate Security Analyst,0.75,0.78,0.4,0.63,0.25
1920,Cyber Security Analyst,0.73,0.85,0.32,0.6,0.28
1921,Senior Information Security Analyst,0.65,0.9,0.28,0.56,0.33
1922,Senior Cyber Security Analyst,0.8,0.91,0.35,0.59,0.35
1923, Senior Security Analyst,0.79,0.8,0.43,0.57,0.4
1924, Program Analyst I,0.82,0.89,0.44,0.69,0.24
1925, Classified Cyber Security Analyst Sr,0.74,0.76,0.33,0.7,0.28
1926,Administrative Analyst,0.72,0.87,0.42,0.56,0.28
1927, Sr. Information Security Analyst,0.68,0.89,0.27,0.68,0.26
1928, Assistant Administrative Analyst (Self Help Services),0.69,0.94,0.25,0.64,0.2
1929," Data Analyst, Entry Level (Graduate Degree)",0.75,0.85,0.31,0.58,0.28
1930, Cyber Threat Analyst,0.78,0.91,0.36,0.67,0.24
1931,IT Security Analyst,0.71,0.78,0.3,0.59,0.3
1932,Cyber Security Analyst Job,0.76,0.94,0.29,0.68,0.36
1933, SOC Analyst / Security Operations Administrator,0.76,0.8,0.3,0.56,0.26
1934,Records Analyst,0.8,0.76,0.29,0.69,0.36
1935, Quality Assurance Health Information Analyst,0.74,0.89,0.33,0.58,0.28
1936,Information Security Analyst I - CSOC Analyst,0.77,0.94,0.26,0.65,0.27
1937,IT Security Analyst - Governance,0.75,0.75,0.31,0.71,0.31
1938,Police Crime Analyst,0.74,0.81,0.31,0.63,0.37
1939, Cyber Security Associate 5 (Forensics and Malware Analyst),0.84,0.84,0.33,0.72,0.29
1940, Information Security Policy Analyst,0.76,0.8,0.4,0.66,0.36
1941, Associate Information Security Analyst,0.81,0.79,0.39,0.71,0.27
1942, Resource Analyst,0.68,0.75,0.34,0.62,0.31
1943, Global Security Operations Center Analyst,0.69,0.92,0.3,0.6,0.3
1944,"University Recruiting: Information Technology Intern: Security,
Technologist, Business Analyst",0.75,0.79,0.3,0.58,0.34
1945, Senior Information Security Analyst,0.8,0.84,0.39,0.7,0.23
1946," Analyst, Refugee Services",0.84,0.91,0.29,0.59,0.23
1947, Research and Knowledge Analyst,0.68,0.9,0.34,0.71,0.35
1948, Game Security Analyst,0.77,0.89,0.25,0.61,0.33
1949,"systems analyst I, Starbucks Technology - Seattle, WA",0.65,0.76,0.42,0.69,0.25
1950,PeopleSoft Security Analyst,0.79,0.91,0.31,0.56,0.39
1951, Cyber Security Analyst,0.72,0.77,0.35,0.7,0.24
1952,Risk Analyst I,0.7,0.8,0.45,0.59,0.32
1953, Security Analyst I,0.84,0.78,0.44,0.74,0.38
1954,Information Security and Compliance Analyst,0.69,0.88,0.4,0.75,0.24
1955, SOFTWARE SERVICES ANALYST,0.8,0.82,0.29,0.63,0.36
1956, Principle Information Security Analyst,0.74,0.86,0.45,0.63,0.32
1957,Cyber Security CDC Analyst,0.72,0.83,0.39,0.74,0.31
1958,Electric Utility Risk Control Analyst,0.8,0.77,0.29,0.65,0.2
1959,Systems Analyst VII,0.7,0.85,0.25,0.6,0.3
1960,Program Analyst,0.76,0.94,0.38,0.63,0.39
1961,"Investigations Analyst, Ethical ML, Trust and Safety",0.81,0.79,0.28,0.69,0.31
1962,Information Security Analyst Intern,0.81,0.9,0.38,0.75,0.31
1963, Analyst,0.67,0.92,0.3,0.71,0.39
1964,INFORMATION SECURITY ANALYST,0.79,0.87,0.34,0.62,0.27
1965,IS Service Desk Analyst,0.78,0.9,0.39,0.59,0.3
1966, Information Security Analyst - Policy & Awareness,0.81,0.85,0.36,0.7,0.33
1967, Disaster Recovery Analyst,0.73,0.93,0.28,0.75,0.22
1968, FMS Analyst I,0.65,0.93,0.3,0.7,0.36
1969," IT Security Analyst, Network Technology Services",0.82,0.95,0.31,0.69,0.22
1970, Cyber Security Analyst (Systems),0.73,0.92,0.32,0.67,0.3
1971,Analyst,0.78,0.94,0.26,0.66,0.37
1972, Associate EHR Application Analyst - EHR Access & Revenue,0.75,0.77,0.36,0.62,0.23
1973,Enterprise Risk Financing Analyst I,0.82,0.85,0.44,0.71,0.34
1974,Cyber Security Strategy and Reporting Analyst,0.65,0.84,0.29,0.73,0.23
1975,Student Employee - MIS / Information Technology,0.61,0.65,0.6,0.59,0.52
1976,"Analyst, Information Management",0.67,0.76,0.32,0.69,0.31
1977,Sr. Information Security Analyst,0.73,0.86,0.32,0.74,0.21
1978,Principal Researcher - Machine Learning,0.78,0.93,0.41,0.59,0.26
1979,"Machine Learning Internship, Glendale, CA - Fall 2018",0.69,0.57,0.71,0.69,0.55
1980, Card Operations Fraud Analyst,0.67,0.89,0.39,0.72,0.21
1981,"Software Engineer, Machine Learning",0.7,0.87,0.33,0.46,0.33
1982,"VP, Applications Development",0.58,0.82,0.8,0.78,0.46
1983,"Machine Learning Engineer, Personalization",0.77,0.98,0.32,0.47,0.24
1984,Researcher - Deep Learning,0.84,0.77,0.29,0.56,0.29
1985," Sales Solution Specialist, Workplace Analytics",0.56,0.82,0.92,0.87,0.56
1986,Emissions Lab Intern,0.57,0.64,0.75,0.72,0.58
1987,Machine Learning/ Natural Language Processing Engineer,0.86,0.82,0.35,0.35,0.21
1988," Price Strategist, Customer Support",0.37,0.79,0.79,0.97,0.65
1989,Machine Learning Services,0.74,0.56,0.55,0.68,0.46
1990, Recruiting Coordinator Lead,0.55,0.72,0.85,0.85,0.54
1991, Machine Learning Engineer,0.8,0.93,0.38,0.4,0.18
1992,Software Engineer - Machine Learning/RET,0.77,0.95,0.45,0.48,0.2
1993, Junior Quantitative Researcher,0.77,0.86,0.35,0.66,0.3
1994,Machine Learning Engineer,0.81,0.94,0.32,0.5,0.18
1995, Applications Development,0.56,0.75,0.74,0.56,0.49
1996, Machine Learning Engineer & Researcher,0.69,0.85,0.42,0.74,0.33
1997,Software Developer - Machine Learning,0.77,0.92,0.36,0.53,0.32
1998, Post Doctoral Fellow,0.66,0.61,0.61,0.56,0.56
1999,Customer Solution Specialist (Machine Learning),0.64,0.62,0.64,0.71,0.42
2000, Growth Operations Lead,0.67,0.83,0.99,0.83,0.49
2001, Machine Learning Researcher - Audio/Speech/Computer Vision,0.72,0.82,0.29,0.67,0.3
2002, 2019 Human Resources - Industrial/Organizational Psych Summer Intern,0.72,0.56,0.68,0.7,0.55
2003,Machine Learning Sr. Software Engineer,0.88,0.95,0.49,0.42,0.25
2004,Scientist: Computer Vision & Machine Learning,0.65,0.75,0.3,0.57,0.25
2005, Sr. Machine Learning Engineer,0.74,0.81,0.48,0.35,0.3
2006," Director, Customer Service Product and Tools",0.53,0.83,0.98,0.88,0.58
2007,Director of Customer Service- Operations,0.5,0.85,0.98,0.93,0.58
2008, Software Engineer - Machine Learning,0.77,0.98,0.36,0.46,0.17
2009,Machine Learning Analyst,0.83,0.78,0.29,0.66,0.35
2010, Senior Machine Learning Engineer,0.82,0.85,0.3,0.5,0.35
2011, Data Scientist - Machine Learning,0.81,0.84,0.43,0.63,0.3
2012," Los Angeles - Software Engineer, Machine Learning",0.8,0.89,0.46,0.46,0.21
2013, Research Internships,0.7,0.76,0.37,0.6,0.23
2014,Autonomous Driving Algorithm Engineer,0.83,0.94,0.45,0.45,0.33
2015, Machine Learning Principal Audio Engineer,0.89,0.96,0.43,0.41,0.35
2016, Machine Learning Engineer / AD,0.75,0.84,0.39,0.36,0.35
2017, 2019 GDI&A Summer Intern,0.67,0.66,0.68,0.65,0.41
2018,Controls and Automation Scientist,0.77,0.89,0.33,0.7,0.25
2019,RESEARCH LAB TECHNICIAN C,0.69,0.78,0.32,0.72,0.37
2020,APA Innovations LoB Lead,0.58,0.77,0.94,0.8,0.48
2021,Machine Learning Software Engineer 3,0.89,0.92,0.5,0.42,0.29
2022,Software Engineer - Machine Learning and A.I.,0.74,0.85,0.4,0.41,0.18
2023," Director, People Finance",0.55,0.66,0.94,0.85,0.47
2024, Splunk Threat Hunter,0.38,0.72,0.77,0.82,0.65
2025," Savings - Deposit Operations – Performance Coach – Richardson, TX",0.35,0.75,0.83,0.94,0.51
2026,Principal IoT Identity and Access Technologist,0.71,0.65,0.72,0.67,0.54
2027,Machine Learning Research Scientist,0.85,0.8,0.37,0.64,0.21
2028, Embedded Machine Learning Intern,0.55,0.57,0.68,0.66,0.51
2029,ServiceNow Communications and Training Program Lead,0.66,0.84,0.43,0.63,0.32
2030, User Researcher 2,0.81,0.91,0.35,0.72,0.28
2031, Senior Machine Learning Scientist,0.83,0.8,0.31,0.56,0.36
2032, Quantitative researcher,0.73,0.8,0.3,0.73,0.37
2033,Machine Learning Data Scientist,0.76,0.87,0.34,0.63,0.38
2034,Postdoctoral Research Associate,0.68,0.83,0.32,0.65,0.29
2035, Clinical Database Analyst / Reports Writer (MCC-CISS),0.75,0.78,0.35,0.6,0.24
2036,Strategic Consultant- Travel,0.56,0.7,0.64,0.68,0.55
2037, Research Assistant I (Stroke) MRI images,0.79,0.84,0.33,0.63,0.33
2038," Manager/Senior Manager, Fraud Risk Management – New Accounts Fraud",0.6,0.82,0.97,0.78,0.48
2039, Operation Manager Vehicle Manufacturing,0.63,0.71,0.8,0.93,0.5
2040, MIS Director,0.69,0.79,0.95,0.79,0.5
2041," VP, Retail Industry Strategy",0.75,0.78,0.31,0.61,0.23
2042,Autonomous Driving Intern,0.59,0.71,0.58,0.56,0.53
2043, Machine Learning Engineering Manager,0.9,0.87,0.32,0.46,0.33
2044,Post-Doctoral Associate,0.51,0.82,0.71,0.91,0.52
2045, Computational Specialist - ACCC,0.69,0.7,0.74,0.6,0.4
2046, Machine Learning and Artificial Intelligence Associate Scientist,0.76,0.89,0.41,0.59,0.25
2047,Scientific Programmer/Data Scientist (Researcher 3),0.75,0.82,0.42,0.64,0.36
2048, Finesim Developer,0.82,0.95,0.37,0.52,0.2
2049, Machine Learning Research Scientist,0.76,0.79,0.35,0.61,0.25
2050,"Data and Machine Learning Technical Trainer, Google Cloud Platform",0.84,0.78,0.41,0.75,0.2
2051,Research Engineer,0.79,0.8,0.26,0.63,0.39
2052,Administrative Assistant,0.35,0.82,0.75,0.97,0.52
2053, Product Manager – Risk Capabilities,0.64,0.79,0.93,0.94,0.61
2054,Machine Learning Researcher,0.66,0.84,0.33,0.61,0.29
2055, Automation Software Engineer (Machine Learning & AI),0.73,0.84,0.45,0.57,0.38
2056,Consumer & Community Banking Compliance Data Analyst Associate,0.75,0.87,0.42,0.62,0.29
2057,Sr. Machine Learning Researcher - Computer Vision,0.73,0.82,0.44,0.72,0.22
2058,Machine Learning/Hadoop Engineer,0.72,0.89,0.32,0.47,0.18
2059,Research Scientist - Machine Learning,0.75,0.75,0.31,0.69,0.3
2060, Advanced Statistical Modeler,0.75,0.72,0.62,0.56,0.57
2061, GDI&A Ford College Graduate Program - Former Interns Only,0.73,0.71,0.58,0.75,0.45
2062," Savings - Deposit Operations – Savings Specialist – Richardson, TX",0.49,0.88,0.7,0.98,0.56
2063," Software Engineer, Machine Learning and Graphics",0.9,0.86,0.49,0.36,0.29
2064,Machine Learning Specialist,0.66,0.65,0.59,0.69,0.44
2065,"Research Scientist, Machine Learning and Graphics",0.76,0.8,0.44,0.56,0.24
2066,Machine Learning Research Engineer,0.7,0.83,0.3,0.65,0.37
2067,Quantitative Analyst,0.79,0.87,0.27,0.69,0.23
2068, Machine Learning on Time Series Data (Video/Car Sensor Signals),0.81,0.8,0.33,0.62,0.37
2069,Engineering Intern - Powertrain E/E & Projects,0.68,0.86,0.28,0.69,0.38
2070, Machine Learning,0.64,0.65,0.74,0.65,0.5
2071, Emissions Lab Intern,0.67,0.69,0.57,0.71,0.49
2072,Senior Biostatistician,0.56,0.71,0.63,0.57,0.53
2073, Machine Learning/Deep Learning Scientist,0.83,0.93,0.44,0.72,0.2
2074,Biostatistician (Johnson Space Center),0.63,0.71,0.62,0.67,0.52
2075,"Client Development Associate - Houston, TX",0.42,0.88,0.75,0.89,0.7
2076,Technical Sourcer,0.65,0.59,0.65,0.71,0.56
2077, Software Engineer - Machine Learning Services,0.86,0.94,0.35,0.52,0.33
2078,Sr Software Test Engineer,0.74,0.83,0.5,0.52,0.33
2079, Research Scientist II,0.83,0.86,0.38,0.66,0.21
2080,"Director of Product Management, Network Operations Product Architect",0.85,0.9,0.43,0.45,0.25
2081, DL Performance Analysis Architect,0.73,0.86,0.33,0.39,0.34
2082,Dyson Expert,0.58,0.6,0.67,0.67,0.43
2083,DC WAREHOUSE ASSOCIATE 2,0.51,0.86,0.7,0.86,0.69
2084,Security Architect,0.87,0.94,0.32,0.43,0.26
2085,Infrastructure Architect,0.74,0.89,0.42,0.42,0.31
2086,Senior Network Engineer,0.87,0.86,0.47,0.37,0.32
2087,Learning Architect,0.73,0.82,0.43,0.44,0.33
2088, Infrastructure Architect,0.77,0.86,0.4,0.44,0.22
2089, Collaboration Technical Solutions Architect,0.84,0.95,0.47,0.54,0.2
2090,Customer Service Architect - Managed Services,0.84,0.88,0.44,0.45,0.35
2091,Network Architect,0.85,0.99,0.47,0.53,0.31
2092,Microservices Developer,0.79,0.85,0.37,0.35,0.25
2093,"Industrial Network Architect, Principal - Ride Systems",0.8,0.91,0.49,0.53,0.18
2094,Network and Datacenter Manager,0.72,0.83,0.32,0.71,0.3
2095,SENIOR IT NETWORK ARCHITECT,0.81,0.97,0.46,0.38,0.29
2096,Technical Architect,0.79,0.86,0.31,0.45,0.22
2097, Architect – Retail Stores (4-8 yrs. exp.),0.7,0.89,0.4,0.6,0.21
2098, Senior Network Architect,0.87,0.8,0.49,0.48,0.21
2099, Application Architect,0.75,0.8,0.35,0.38,0.27
2100,Communications Architect,0.73,0.91,0.42,0.41,0.16
2101, Network Infrastructure Engineer/Architect,0.71,0.81,0.45,0.41,0.31
2102,INSIDE SALES REPRESENTATIVE,0.59,0.74,0.9,0.89,0.5
2103, Senior Network Engineer,0.72,0.91,0.37,0.44,0.28
2104, Senior Network Engineer - Federal,0.8,0.92,0.41,0.5,0.29
2105, Architect-Tech Management,0.81,0.94,0.47,0.44,0.23
2106,Network Engineer - Cisco UCS,0.85,0.92,0.31,0.53,0.16
2107, Pega Senior Systems Architect,0.85,0.95,0.49,0.36,0.27
2108, Network Architect,0.79,0.87,0.32,0.46,0.25
2109,SYSTEMS ARCHITECT,0.72,0.92,0.45,0.5,0.33
2110, Network Architect FEATURED,0.78,0.99,0.47,0.41,0.18
2111, Network Engineer,0.79,0.88,0.42,0.47,0.3
2112,Senior Network Engineer - Federal,0.8,0.82,0.47,0.41,0.34
2113,"Vice President, Consulting Services",0.57,0.74,0.57,0.6,0.41
2114,Product Support Specialist,0.49,0.87,0.74,0.99,0.62
2115, Web Architect,0.83,0.97,0.36,0.42,0.33
2116, Network and Security Architect,0.88,1.0,0.48,0.38,0.31
2117, Software Test Specialist I,0.63,0.75,0.64,0.66,0.51
2118,IT Network Architect,0.76,0.82,0.48,0.51,0.18
2119,UI Architect,0.86,0.93,0.38,0.4,0.32
2120, Senior Solutions Architect,0.84,0.91,0.42,0.37,0.24
2121,Senior Systems/Network Administrator (Virtualization),0.39,0.74,0.78,0.98,0.58
2122,IT Architect Sr.,0.74,0.93,0.47,0.5,0.32
2123,Asst. Project Manager - Store Development,0.61,0.8,0.83,0.82,0.53
2124, Professional Services Consultant - Network,0.65,0.74,0.72,0.58,0.43
2125, F5 Solutions Architect,0.77,0.86,0.42,0.53,0.34
2126,"Project Manager, Development",0.63,0.82,0.91,0.79,0.55
2127, Real Estate Engineer / Architect,0.81,0.95,0.34,0.42,0.22
2128, Senior Network Engineer - Enterprise Network Engineer III,0.89,0.89,0.45,0.5,0.2
2129,Architectural Consultant Trainee,0.76,0.93,0.35,0.74,0.24
2130, Senior Systems/Network Administrator (Virtualization),0.36,0.88,0.82,1.0,0.64
2131, Architect – Network & Communication,0.89,0.97,0.47,0.46,0.23
2132,"Architect, Compliance",0.89,0.89,0.41,0.44,0.26
2133,HR Services Architect,0.79,0.81,0.48,0.44,0.27
2134, Infra Architect - Networking,0.73,0.8,0.35,0.49,0.17
2135," Senior Manager, Global Network & Telecom",0.68,0.69,0.84,0.79,0.45
2136,Business & Industrial Network Engineer,0.85,0.98,0.42,0.39,0.21
2137, Network Performance Architect,0.8,0.99,0.35,0.5,0.24
2138, Senior Network Engineer/Architect,0.76,0.89,0.31,0.51,0.2
2139,Identity Architect,0.85,0.81,0.49,0.39,0.33
2140, Network Security Engineer and/or Architect,0.86,0.99,0.4,0.5,0.22
2141,Network and System Engineer,0.74,0.89,0.33,0.55,0.17
2142,Software Architect,0.82,0.93,0.41,0.48,0.17
2143,Principal Consulting Engineer - Cisco Network,0.81,0.86,0.49,0.5,0.34
2144,Solutions Architect – Webscale,0.71,0.86,0.34,0.35,0.2
2145,Technical Specialist I,0.69,0.6,0.65,0.73,0.54
2146, Senior Network Services Manager,0.58,0.72,0.89,0.79,0.58
2147,Solutions Architect (Acquisition),0.77,0.97,0.45,0.47,0.22
2148,Technology Architect IV,0.74,0.96,0.4,0.39,0.19
2149,DL Performance Analysis Architect,0.73,0.96,0.35,0.46,0.24
2150, Network & Security Admin,0.47,0.88,0.82,0.89,0.5
2151,Technology Co-op,0.64,0.67,0.66,0.68,0.43
2152, Solutions Architect - Philadelphia,0.83,0.84,0.45,0.42,0.29
2153, Director of Facilities,0.51,0.73,0.94,0.8,0.61
2154,Windows & Network Systems Administrator,0.48,0.82,0.72,0.9,0.62
2155,"NETWORK OPERATIONS ENGINEER III, Information Services & Technology Network
Services",0.79,0.94,0.39,0.39,0.19
2156, Senior Network Design Engineer (EMS2),0.7,0.86,0.45,0.51,0.19
2157,Dyson Stylist,0.74,0.65,0.73,0.69,0.54
2158,Network Solutions Architect,0.72,0.84,0.3,0.49,0.22
2159," Technical Support Specialist, Fusion 360",0.51,0.77,0.81,0.83,0.53
2160,Cisco Network Engineer,0.77,0.88,0.37,0.5,0.17
2161, Cyber Security Architect,0.77,0.97,0.31,0.54,0.35
2162, Information Security Architect,0.72,0.86,0.37,0.51,0.27
2163,Cisco Network Architect,0.83,0.95,0.32,0.52,0.29
2164,Software Test Specialist I,0.67,0.73,0.69,0.59,0.49
2165,Principal Enterprise Architect,0.8,0.81,0.49,0.38,0.29
2166, Sr. Staff Architect(Events & Streaming),0.8,0.81,0.48,0.52,0.25
2167, Senior Network Architect/Engineer,0.75,0.82,0.37,0.4,0.25
2168, Technical Architect,0.89,0.91,0.48,0.48,0.25
2169," Enterprise Architect, Network",0.87,0.89,0.47,0.41,0.18
2170, Director of Systems Engineering,0.87,0.92,0.48,0.54,0.16
2171,Senior Network Architect,0.8,0.87,0.43,0.51,0.21
2172, ITS6 Network Architect Lead,0.81,0.94,0.33,0.51,0.27
2173,Comcast Solutions Architect,0.89,0.87,0.32,0.45,0.17
2174,Lead Enterprise Architect,0.89,0.81,0.45,0.46,0.22
2175, Cisco Network Architect,0.71,0.92,0.42,0.41,0.33
2176,Enterprise Network Architect,0.76,0.89,0.41,0.37,0.34
2177, IT Solutions Architect,0.77,0.82,0.38,0.47,0.25
2178,Research Intern - Cold Logic,0.79,0.76,0.31,0.71,0.22
2179,Architect - Network,0.87,0.82,0.47,0.42,0.27
2180, Systems Architect,0.73,0.81,0.34,0.38,0.21
2181, Bookkeeper,0.65,0.67,0.71,0.68,0.52
2182,Statistician,0.63,0.64,0.63,0.72,0.45
2183,Outreach Referral Worker-Referral Tracking,0.55,0.68,0.59,0.73,0.57
2184,Corporate Research Assistant - Entry Level,0.67,0.77,0.35,0.67,0.25
2185,ADMINISTRATIVE ASSISTANT 2,0.49,0.82,0.71,0.81,0.65
2186,"College Facilities Coordinator, SJCC",0.59,0.72,0.63,0.67,0.57
2187,Research Intern,0.82,0.82,0.29,0.71,0.29
2188, Community Health Worker,0.59,0.73,0.59,0.56,0.4
2189,Human Resources Assistant/Receptionist,0.67,0.68,0.61,0.61,0.47
2190, Patient Relations Specialist,0.69,0.56,0.74,0.59,0.6
2191, Fall AI Lab Internship,0.68,0.9,0.29,0.57,0.37
2192,Library Aide,0.82,0.83,0.39,0.66,0.37
2193, Operations Coordinator,0.41,0.8,0.75,0.87,0.68
2194," Associate, Global Payment Analytics",0.38,0.73,0.77,0.93,0.54
2195,Washington State Professional Services Consultant (Part-Time/Intermittent),0.88,0.64,0.6,0.73,0.5
2196,FHCU Community Assistant,0.64,0.74,0.7,0.64,0.51
2197,Sustainability Specialist,0.79,0.87,0.43,0.62,0.26
2198, Patient Account Liaison,0.69,0.76,0.26,0.72,0.34
2199, Exercise Physiologist - Diagnostic Cardiology,0.68,0.67,0.72,0.65,0.57
2200,"Researcher, Cardiovascular",0.72,0.94,0.39,0.6,0.31
2201,Web Services Coordinator,0.66,0.58,0.67,0.61,0.41
2202,Museum Coordinator,0.74,0.68,0.73,0.69,0.47
2203, Statistician,0.65,0.69,0.74,0.6,0.57
2204, Fraud Analyst 4,0.83,0.88,0.44,0.63,0.39
2205,Manager II,0.64,0.66,0.98,0.85,0.54
2206,"Administrative Assistant, Per-Diem, Day Shift - Rehab",0.46,0.73,0.74,0.97,0.5
2207, Assignment Coordinator,0.6,0.55,0.63,0.7,0.56
2208, Visiting Researcher (AI Infra),0.84,0.87,0.3,0.73,0.36
2209,"Analyst, Baseball Operations",0.76,0.89,0.43,0.69,0.27
2210, 45 - 1:45 FNS,0.69,0.56,0.63,0.63,0.43
2211, Researcher 5,0.65,0.78,0.38,0.71,0.4
2212,Operations Analyst,0.72,0.87,0.44,0.58,0.34
2213," Program Officer, Maternal, Neonatal and Child Health Discovery & Tools",0.7,0.57,0.72,0.71,0.41
2214,Actuarial Assistant,0.57,0.56,0.62,0.65,0.51
2215,Actuarial Student,0.6,0.73,0.62,0.56,0.46
2216, Open positions at the National Immigrant Justice Center:,0.66,0.63,0.6,0.58,0.56
2217,Research Assistant,0.85,0.82,0.33,0.67,0.34
2218,Patient Care Representative -- Weekends,0.63,0.73,0.66,0.64,0.53
2219, EPIDEMIOLOGIST II,0.74,0.71,0.56,0.62,0.49
2220,Administrative Intern,0.41,0.84,0.82,0.95,0.7
2221," Project Employee, NBA G League Statistics",0.6,0.72,0.7,0.62,0.55
2222,Statistician I,0.57,0.71,0.66,0.61,0.53
2223, Social Media Analyst,0.78,0.79,0.26,0.64,0.31
2224, Ultimate Hoops League Coordinator,0.73,0.74,0.66,0.7,0.49
2225, Statistical Analyst,0.8,0.79,0.32,0.68,0.2
2226, OVR Trainer,0.79,0.92,0.33,0.64,0.37
2227, Admin Assistant,0.51,0.76,0.71,0.94,0.61
2228,Economist,0.58,0.61,0.73,0.69,0.6
2229, Seminary Admissions Counselor,0.7,0.74,0.59,0.7,0.4
2230," Finance Analyst, Marketing Finance",0.78,0.84,0.32,0.72,0.37
2231, Warehouse Expediter,0.55,0.67,0.62,0.63,0.57
2232,Social Science/Humanities Research Associate V,0.71,0.94,0.29,0.68,0.33
2233, Program Administrator - Data Entry,0.7,0.81,0.42,0.7,0.27
2234,OFFICE ASSISTANT (TEMP),0.66,0.56,0.59,0.65,0.42
2235,Research Project Associate,0.82,0.89,0.44,0.69,0.39
2236,"Biostatistician, Verily Life Sciences",0.66,0.67,0.75,0.68,0.41
2237,Fiscal Specialist,0.69,0.73,0.71,0.67,0.53
2238, Manager I,0.7,0.67,0.93,0.81,0.58
2239,Junior Analyst - Entry Level,0.77,0.78,0.29,0.67,0.23
2240," Insights Analyst, Sales, Marketing, General and Administrative, Global
Diversity and Inclusion",0.7,0.92,0.32,0.65,0.39
2241,HUMAN RESOURCES ASSISTANT,0.6,0.63,0.67,0.7,0.58
2242," Junior HR Coordinator, Field Resources",0.53,0.86,0.7,0.8,0.58
2243,OR Control Desk Spec,0.58,0.69,0.68,0.56,0.57
2244, Research Analyst,0.7,0.84,0.38,0.64,0.29
2245," Trading Intern, West",0.56,0.63,0.7,0.73,0.48
2246, Statistical Unit Assistant,0.63,0.69,0.74,0.6,0.49
2247," SURGERY SECRETARY/SCHEDULER, WHITTIER, FULL TIME, DAYS",0.71,0.67,0.57,0.68,0.44
2248,Utility Worker,0.65,0.66,0.73,0.64,0.46
2249,"Analyst, Consumer Insights - Paramount Network, TV Land, CMT",0.7,0.92,0.28,0.64,0.24
2250, Youth Fitness Associate,0.5,0.79,0.72,0.87,0.67
2251, Office & Admin Specialist Sr,0.46,0.84,0.83,0.98,0.57
2252,General Laborer,0.74,0.55,0.63,0.73,0.45
2253,"Dallas, TX Warehouse Agent (Early Morning, Morning and Evening Shifts)",0.6,0.61,0.67,0.64,0.55
2254, Library Assistant I - Circulation,0.73,0.68,0.59,0.74,0.45
2255,Standardized Patient,0.58,0.57,0.66,0.57,0.43
2256, 393360,0.61,0.61,0.67,0.71,0.55
2257,Academic Advisor I,0.6,0.6,0.74,0.55,0.58
2258,Sensory Technician,0.59,0.74,0.62,0.64,0.54
2259,Director of Youth Hockey Operations,0.62,0.71,0.91,0.9,0.46
2260," Deputy Clerk for Case Processing and Scheduling - Massachusetts Appeals
Court",0.55,0.64,0.58,0.68,0.44
2261,"Sports Data Operator, Live Data Entry",0.74,0.79,0.36,0.57,0.2
2262, Circulation Supervisor,0.56,0.74,0.58,0.69,0.41
2263,"Sports Data Operator, Monitoring (Part-Time)",0.67,0.85,0.34,0.74,0.39
2264, Provider Program Administrative Analyst - Health Care Delivery,0.81,0.87,0.34,0.62,0.39
2265,Program Support Assistant,0.47,0.82,0.7,0.81,0.69
2266,"Associate, Analytics",0.41,0.79,0.67,0.97,0.51
2267,Volunteer Coordinator,0.72,0.58,0.73,0.7,0.43
2268, Game Analytics Designer,0.91,0.51,0.59,0.77,0.43
2269,Administrative Associate I,0.43,0.73,0.73,0.97,0.57
2270, Revenue Collector,0.74,0.74,0.58,0.59,0.57
2271, Infectious Disease Surveillance Epidemiologist,0.63,0.55,0.6,0.67,0.56
2272,Planner 1,0.58,0.57,0.73,0.7,0.52
2273,Principal Administrative Specialist-NR,0.5,0.79,0.8,0.87,0.55
2274, Human Resources Assistant,0.7,0.63,0.75,0.62,0.58
2275,"Gender, Policy, and Culture Reporter",0.74,0.6,0.71,0.64,0.58
2276,Actuarial Analyst- Exam,0.74,0.9,0.34,0.6,0.24
2277,Lecturer in Mathematics and Statistics,0.64,0.7,0.67,0.69,0.46
2278,Risk Analyst - Social Media,0.75,0.76,0.41,0.75,0.28
2279,Clerk III,0.55,0.58,0.68,0.67,0.56
2280,Communications Specialist,0.6,0.7,0.69,0.61,0.51
2281,Administrative Associate,0.38,0.79,0.83,0.88,0.67
2282, Library Assistant - (Part-Time) - Goodyear Library,0.92,0.49,0.67,0.7,0.43
2283, Playroom Attendant (30 hrs/wk) Full Benefits,0.37,0.78,0.66,0.82,0.58
2284, Recreation Leader II (Hourly) (Teen Center),0.56,0.84,0.88,0.9,0.56
2285, Analytics & Rptg Consultant,0.69,0.6,0.74,0.66,0.57
2286, Intern - SMURFS,0.62,0.57,0.68,0.55,0.5
2287,"Census Recruiter, GG-0301-09/11/12, Census-EXT-JKP",0.84,0.58,0.75,0.69,0.51
2288, Part Time - Statistician,0.9,0.55,0.74,0.78,0.51
2289, Customer Service Rep III,0.61,0.66,0.59,0.64,0.5
2290,User Experience Researcher,0.82,0.93,0.33,0.55,0.37
2291,Oil and Gas Marketing Analyst,0.68,0.87,0.25,0.63,0.4
2292, Senior Administrative Assistant,0.37,0.78,0.71,0.98,0.67
2293,Media Services Technical Specialist,0.6,0.57,0.68,0.62,0.53
2294,"Technical Sourcer, Operations Analytics",0.36,0.73,0.79,0.84,0.67
2295, Helpdesk Specialist,0.56,0.59,0.75,0.64,0.54
