skill_id,skill_name,category,proficiency_levels,related_careers,demand_level
2248,business process documentation,Domain Skill,Beginner,"Business Analyst II, Master Data Business Analyst, Manager I, Master Data Office (MDO)",0.41
2249,business process documentation and improvement,Domain Skill,Intermediate, Data Analyst,0.54
2250,business process engineering,Domain Skill,Beginner, Business Systems Analyst,0.41
2251,business process evaluation,Domain Skill,Intermediate," Business Analyst, Health & Human Services",0.58
2252,business process flow analysis,Domain Skill,Intermediate, Business Analyst BI,0.54
2253,business process improvement,Domain Skill,Beginner," Business Process Analyst I,  IT Business Analyst/Developer, Business Analyst III, Jr Health Consultant, Apprentice Business Analyst,  Data Analyst,  Senior IT Consultant, Process Improvement Consultant, Secret Clearance, Bremerton WA, IT Business Systems Manager, HR Business Integration and Technology Project Manager",0.43
2254,business process improvement,Domain Skill,Intermediate," Business Process Analyst I,  IT Business Analyst/Developer, Business Analyst III, Jr Health Consultant, Apprentice Business Analyst,  Data Analyst,  Senior IT Consultant, Process Improvement Consultant, Secret Clearance, Bremerton WA, IT Business Systems Manager, HR Business Integration and Technology Project Manager",0.57
2255,business process integration,Domain Skill,Beginner,IT Business Operations Consultant,0.46
2256,business process integration configuration,Domain Skill,Beginner,"Analyst, Information Management",0.41
2257,business process knowledge,Domain Skill,Beginner, IT Business Relationship Manager,0.41
2258,business process management,Soft Skill,Intermediate," Business Systems Analyst,  Investigative and Deal Accounting Analytics Manager",0.72
2259,business process management,Soft Skill,Intermediate," Business Systems Analyst,  Investigative and Deal Accounting Analytics Manager",0.75
2260,business process mapping,Domain Skill,Beginner,"eCommerce Business Analyst, Business Intelligence Analyst",0.47
2261,business process model,Domain Skill,Beginner, Business Systems Analyst 1,0.57
2262,business process modeling,Domain Skill,Intermediate," Business Systems Analyst, IT Business Analyst,  Business Systems Analyst Sr, Senior Business Analyst,  Domain Architect - Public Markets",0.53
2263,business process modeling,Domain Skill,Intermediate," Business Systems Analyst, IT Business Analyst,  Business Systems Analyst Sr, Senior Business Analyst,  Domain Architect - Public Markets",0.57
2264,business process modeling (bpm),Domain Skill,Beginner," Business Process Analyst, Google Cloud Support",0.51
2265,business process optimization,Domain Skill,Intermediate," Junior Business Analyst,  Senior Business Analyst (REF1945P)",0.4
2266,business process optimization methodologies,Domain Skill,Beginner,HR Services Architect,0.43
2267,business process outsourcing (bpo),Domain Skill,Beginner,"Manager, Customer Success & Strategy, BPO's",0.46
2268,business process re-engineering,Domain Skill,Intermediate," BUSINESS ANALYST - METRICS & REPORTING,  Enterprise Architect",0.5
2269,business process redesign,Domain Skill,Intermediate, Business Solutions Analyst / Manager,0.52
2270,business process review,Domain Skill,Intermediate,Global Data Insight & Analytics,0.42
2271,business process reviews,Domain Skill,Beginner,Business Data and Integration Architect (ITS5),0.41
2272,business process solutions,Domain Skill,Beginner,Business Systems Analyst,0.51
2273,business process understanding,Domain Skill,Beginner," Analyst, Business Systems,  Sr Architect, Business",0.48
2274,business process understanding,Domain Skill,Intermediate," Analyst, Business Systems,  Sr Architect, Business",0.46
2275,business processes,Domain Skill,Intermediate," Chief Architect, Data Architect,  International IT Operations Analyst 2597~",0.51
2276,business relationship building,Domain Skill,Beginner, MANAGER-MARKETING ANALYTICS,0.47
2277,business report automation,Domain Skill,Intermediate,Senior Business Intelligence Analyst,0.53
2278,business reporting,Domain Skill,Beginner, Business Consultant / Business Efficiency,0.53
2279,business requirement documents (brd),Domain Skill,Intermediate,Senior Business Analyst,0.55
2280,business requirement identification,Domain Skill,Beginner,Business Systems Analyst I/II/III,0.5
2281,business requirement mapping,Domain Skill,Intermediate, Network Architect,0.54
2282,business requirement translation,Domain Skill,Intermediate, BI Engineer,0.49
2283,business requirements,Domain Skill,Beginner,"eCommerce Business Analyst,  Business Analyst, Comcast Solutions Architect",0.42
2284,business requirements analysis,Domain Skill,Beginner,"Business Systems Analyst,  Sr. Business Analyst - Ariba, AVP, Senior Business Systems Analyst – Data Analyst, Business Intelligence Analyst II,  Data Analyst / Reports Developer,  Quality Assurance Manager,  Data Visualization Specialist - Consultant (Tableau) - Chicago, IL,  SVP, PBM Operations, IT Architect Sr., Technology Architect IV",0.58
2285,business requirements analysis,Domain Skill,Beginner,"Business Systems Analyst,  Sr. Business Analyst - Ariba, AVP, Senior Business Systems Analyst – Data Analyst, Business Intelligence Analyst II,  Data Analyst / Reports Developer,  Quality Assurance Manager,  Data Visualization Specialist - Consultant (Tableau) - Chicago, IL,  SVP, PBM Operations, IT Architect Sr., Technology Architect IV",0.53
2286,business requirements definition,Domain Skill,Beginner, Data Modeler,0.46
2287,business requirements document (brd),Domain Skill,Beginner, Business Systems Analyst 1,0.57
2288,business requirements documentation,Domain Skill,Beginner,"Business Analyst II, Business Analyst I,  Business Analyst, HEDIS Business Analyst,  Business Analyst_MDM, Epic Business Intelligence Specialist (Mgr: Baker)",0.56
2289,business requirements documentation,Domain Skill,Intermediate,"Business Analyst II, Business Analyst I,  Business Analyst, HEDIS Business Analyst,  Business Analyst_MDM, Epic Business Intelligence Specialist (Mgr: Baker)",0.6
2290,business requirements gathering,Domain Skill,Intermediate,"Master Data Business Analyst,  Data Analyst, Analytic Consultant 3 - Wholesale Customer Excellence Business Intelligence
Reporting,  Director, Business Analysis and Analytics, Principal Consultant, eCommerce IT, Business Initiatives Consultant 1, IT Claims Consultant Principal Solutions",0.51
2291,business requirements preparation,Domain Skill,Intermediate,Business Analyst/QA,0.58
2292,business requirements tracking,Domain Skill,Intermediate,Program Integration Manager,0.55
2293,business requirements understanding,Domain Skill,Intermediate, Product Manager I,0.54
2294,business research tools,Domain Skill,Beginner,"Inside Sales Territory Representative,  Data Quality Analyst",0.59
2295,business rule development in pega,Domain Skill,Beginner, Pega Senior Systems Architect,0.5
2296,business rules,Domain Skill,Intermediate, Master Data Systems Specialist Principal – PSJH,0.55
2297,business rules definition,Domain Skill,Intermediate,Business Analyst/QA,0.55
2298,business rules development,Domain Skill,Intermediate," Manager, Master Data Management",0.57
2299,business scorecard,Domain Skill,Beginner,Product Owner,0.54
2300,business solutions development,Domain Skill,Intermediate,Sr Solution Architect,0.52
2301,business specifications analysis,Domain Skill,Intermediate,Business Analyst III,0.48
2302,business strategy,Domain Skill,Intermediate," Director Sales Enablement, Business Operations Analyst, Oculus",0.56
2303,business strategy alignment,Domain Skill,Beginner, Cloud Development Architect,0.5
2304,business strategy development,Domain Skill,Intermediate,"Business Strategy Consultant, Business Strategy Analyst VIE (H/F)",0.57
2305,business system design,Domain Skill,Intermediate," Business Analyst, Business Systems Analyst",0.47
2306,business systems,Domain Skill,Intermediate, Student Intern/Graduate Student Intern - Citywide,0.44
2307,business systems analysis,Domain Skill,Beginner,"Business Systems Analyst, Business Intelligence Analyst,  FMS Analyst I",0.47
2308,business systems analysis,Domain Skill,Beginner,"Business Systems Analyst, Business Intelligence Analyst,  FMS Analyst I",0.43
2309,business systems analysis best practices,Domain Skill,Beginner," Analyst, Business Systems",0.4
2310,business technology programs (excel,Hard Skill,Intermediate,"Data Analyst, Research 8hrs/12mo - AI1819",0.63
2311,business transformation,Domain Skill,Beginner, International IT Operations Analyst 2597~,0.47
2312,business unit analysis,Domain Skill,Beginner," Sr Architect, Business",0.58
2313,business validation,Domain Skill,Intermediate,Data Analyst Intern,0.56
2314,business value delivery,Domain Skill,Intermediate,IT Business Analyst,0.5
2315,business writing,Domain Skill,Intermediate, STAFF ANALYST,0.48
2316,business-specific metrics,Domain Skill,Beginner,Java Full-Stack Engineer,0.5
2317,business-to-consumer,Domain Skill,Intermediate,Product Owner,0.5
2318,business/system/data analysis and improvement,Hard Skill,Intermediate,Developer Analyst 3 Emerging,0.75
2319,businessobjects,Domain Skill,Intermediate, Boston Data & Analytics Business Intelligence Manager,0.6
2320,buying & merchandising,Domain Skill,Beginner," VP, Retail Industry Strategy",0.53
2321,buying audiences via exchange or direct,Domain Skill,Intermediate,"Manager, Business Intelligence & Analytics",0.47
2322,bw environments,Domain Skill,Beginner,Customer Data Analyst,0.6
2323,c,Domain Skill,Beginner,"Transportation Modeler/Engineer,  Data Engineer, Sr. Data Engineer, CUST INTELLIGENCE ANALYST II-III,  Director of Business Intelligence,  Cloud Solution Architect (Bilingual in Mandarin a plus),  Cloud Security Architect, Game Services Engineer,  Developer Programs Engineer, Cloud Platform, Azure Developer, Sitecore Developer, Cloud Integration Developer, Microsoft MIM Developer - open to location / remote permitted, Cloud Software Developer - WebEx Meetings Microservices, Developer Programs Engineer, Cloud Platform, OpenStack Private Cloud Developer - Mid-level, Basketball Data Analyst, RPHL00014, Data Science Engineer ∞ (Maplewood, MN),  Big Data Engineer, Data & Applied Scientist, Data Scientist II, Product Lead, PLM/Teamcenter Developer,  Deep Learning Engineer, Research Staff Member, Distributed Deep Learning Platform, Computer Vision Engineer (Deep Learning/Satellite Imaging), Deep Learning Engineer (Satellite Imaging), Full Stack LAMP Developer,  Full Stack .NET Developer,  Full Stack Web Developer,  Web Developer II,  Full Stack Software Developer 4, Systems Administrator and Technology Specialist,  Sr. Systems Admin,  Systems Analyst/Administrator, Senior Cyber Security Analyst,  Game Security Analyst, Software Engineer - Machine Learning/RET,  Application Architect",0.55
2324,c,Domain Skill,Beginner,"Transportation Modeler/Engineer,  Data Engineer, Sr. Data Engineer, CUST INTELLIGENCE ANALYST II-III,  Director of Business Intelligence,  Cloud Solution Architect (Bilingual in Mandarin a plus),  Cloud Security Architect, Game Services Engineer,  Developer Programs Engineer, Cloud Platform, Azure Developer, Sitecore Developer, Cloud Integration Developer, Microsoft MIM Developer - open to location / remote permitted, Cloud Software Developer - WebEx Meetings Microservices, Developer Programs Engineer, Cloud Platform, OpenStack Private Cloud Developer - Mid-level, Basketball Data Analyst, RPHL00014, Data Science Engineer ∞ (Maplewood, MN),  Big Data Engineer, Data & Applied Scientist, Data Scientist II, Product Lead, PLM/Teamcenter Developer,  Deep Learning Engineer, Research Staff Member, Distributed Deep Learning Platform, Computer Vision Engineer (Deep Learning/Satellite Imaging), Deep Learning Engineer (Satellite Imaging), Full Stack LAMP Developer,  Full Stack .NET Developer,  Full Stack Web Developer,  Web Developer II,  Full Stack Software Developer 4, Systems Administrator and Technology Specialist,  Sr. Systems Admin,  Systems Analyst/Administrator, Senior Cyber Security Analyst,  Game Security Analyst, Software Engineer - Machine Learning/RET,  Application Architect",0.44
